iter	RMSE
492	550.851787
493	550.8007459
494	550.7395012
495	550.6577938
496	550.618441
497	550.5766215
498	550.5272383
499	550.4916411
500	550.4399756
501	550.3952844
502	550.3753421
503	550.3613053
504	550.3277949
505	550.2601854
506	550.2312688
507	550.2043313
508	550.1857795
509	550.1168892
510	550.0779476
511	550.0321475
512	550.0099883
513	549.9630515
514	549.9297757
515	549.8827875
516	549.8476975
517	549.8072548
518	549.7514092
519	549.6899447
520	549.6348159
521	549.5888662
522	549.5523165
523	549.503939
524	549.4584662
525	549.3852935
526	549.3454073
527	549.3072347
528	549.2890489
529	549.25068
530	549.195935
531	549.1664569
532	549.1345455
533	549.083143
534	549.0657328
535	549.0087423
536	548.9758072
537	548.8575629
538	548.8207386
539	548.7737707
540	548.719434
541	548.6784489
542	548.6135841
543	548.5521678
544	548.4660657
545	548.3890496
546	548.3610423
547	548.3410477
548	548.2829453
549	548.2123425
550	548.1524703
551	548.1154459
552	548.1081492
553	548.0848734
554	548.0674466
555	548.0093549
556	547.9501668
557	547.9084974
558	547.8788546
559	547.8374633
560	547.8090733
561	547.7723937
562	547.7536832
563	547.6800059
564	547.6474644
565	547.5742864
566	547.5444974
567	547.4889359
568	547.4492303
569	547.3954335
570	547.3811065
571	547.3348825
572	547.2687756
573	547.2064479
574	547.1411668
575	547.0980015
576	547.0724847
577	547.0325478
578	546.9814166
579	546.9139069
580	546.8473082
581	546.7932786
582	546.7523552
583	546.6462512
584	546.5839998
585	546.5384727
586	546.5013749
587	546.4505748
588	546.3808792
589	546.3418485
590	546.3044529
591	546.2806861
592	546.2205778
593	546.2117364
594	546.1864471
595	546.158735
596	546.1131717
597	546.0455217
598	546.0061449
599	545.9559328
600	545.8884799
601	545.8589487
602	545.7903093
603	545.67598
604	545.6425764
605	545.6179791
606	545.5736494
607	545.5536113
608	545.5262727
609	545.4758181
610	545.4328929
611	545.3988862
612	545.3571164
613	545.3127305
614	545.2875402
615	545.263535
616	545.1970926
617	545.1668648
618	545.1263693
619	545.0738447
620	544.9997053
621	544.9583864
622	544.9249507
623	544.8774617
624	544.7906398
625	544.739386
626	544.6692876
627	544.6242829
628	544.5797714
629	544.5404165
630	544.506062
631	544.46961
632	544.4425089
633	544.42968
634	544.3990682
635	544.3453743
636	544.2724311
637	544.2469567
638	544.2100333
639	544.153679
640	544.1055853
641	544.0588097
642	544.0385672
643	544.006156
644	543.9770697
645	543.9479305
646	543.9108832
647	543.8395594
648	543.8228737
649	543.8095848
650	543.7300298
651	543.7245491
652	543.7145273
653	543.6884421
654	543.6691261
655	543.6524625
656	543.6438174
657	543.581853
658	543.5300422
659	543.5028863
660	543.472288
661	543.4304204
662	543.3801152
663	543.352667
664	543.3158226
665	543.2567051
666	543.1853851
667	543.1556795
668	543.1084123
669	543.1007774
670	543.0563345
671	543.0227364
672	542.9893039
673	542.9168897
674	542.8794045
675	542.822209
676	542.7923612
677	542.7607253
678	542.7286074
679	542.7014313
680	542.652822
681	542.5928312
682	542.5410784
683	542.5105082
684	542.4733271
685	542.4230323
686	542.3499229
687	542.3186158
688	542.2838262
689	542.1940598
690	542.137179
691	542.1081734
692	542.0450461
693	541.9879897
694	541.9277394
695	541.8722376
696	541.8485501
697	541.8164347
698	541.7855896
699	541.7480388
700	541.6975947
701	541.678732
702	541.6540797
703	541.641441
704	541.6070169
705	541.5792867
706	541.5750721
707	541.4975629
708	541.486558
709	541.45727
710	541.4568591
711	541.4245082
712	541.3927114
713	541.3575591
714	541.3295456
715	541.2865632
716	541.2155884
717	541.2057671
718	541.1715708
719	541.1228693
720	541.0760413
721	541.0460443
722	541.0011145
723	540.9799183
724	540.9380624
725	540.9376618
726	540.9373244
727	540.8635374
728	540.7997882
729	540.72554
730	540.6852265
731	540.6552871
732	540.64775
733	540.5975658
734	540.547647
735	540.4990072
736	540.4910773
737	540.4809714
738	540.4471252
739	540.4399396
740	540.3803132
741	540.367046
742	540.3483152
743	540.3068931
744	540.2879339
745	540.2620272
746	540.2470378
747	540.2043117
748	540.1393313
749	540.091037
750	540.0468627
751	540.0126263
752	539.9804028
753	539.9657788
754	539.9218301
755	539.8760344
756	539.867773
757	539.8347737
758	539.7957471
759	539.7316101
760	539.7253599
761	539.7022673
762	539.6771813
763	539.6141793
764	539.5746582
765	539.537524
766	539.4808599
767	539.4368365
768	539.3742327
769	539.3353313
770	539.270143
771	539.2272235
772	539.1941626
773	539.16761
774	539.1076298
775	539.0383997
776	538.9848743
777	538.9220222
778	538.9207689
779	538.864494
780	538.8120866
781	538.7197082
782	538.6556131
783	538.6307681
784	538.5409986
785	538.4797161
786	538.4617542
787	538.4316348
788	538.379997
789	538.3475637
790	538.3267462
791	538.3046621
792	538.2674866
793	538.2545143
794	538.1845557
795	538.1564067
796	538.1496263
797	538.1428277
798	538.09023
799	538.0665166
800	538.0330579
801	537.9970737
802	537.9682119
803	537.9223973
804	537.8839028
805	537.8453352
806	537.8298392
807	537.8146339
808	537.7995181
809	537.7685208
810	537.6991866
811	537.6657563
812	537.6169935
813	537.5809266
814	537.5471308
815	537.4952962
816	537.4595035
817	537.4473481
818	537.4381177
819	537.4216307
820	537.3638233
821	537.3546158
822	537.2989641
823	537.2713778
824	537.2530203
825	537.2306908
826	537.1892631
827	537.1276497
828	537.0909066
829	537.0579854
830	537.0342002
831	537.006333
832	536.9511761
833	536.9227818
834	536.8623377
835	536.8436926
836	536.8260779
837	536.8102998
838	536.7945076
839	536.7454004
840	536.6654474
841	536.6405771
842	536.6066691
843	536.5822257
844	536.5332822
845	536.5229079
846	536.4263061
847	536.3899006
848	536.361415
849	536.3300153
850	536.2840895
851	536.2707964
852	536.2168287
853	536.1899024
854	536.1539671
855	536.0853856
856	536.0732827
857	536.0438226
858	536.0209801
859	535.9820262
860	535.9562129
861	535.9254206
862	535.8443832
863	535.8114408
864	535.7879839
865	535.7730899
866	535.7486174
867	535.7274795
868	535.7025635
869	535.6831231
870	535.6509335
871	535.6000396
872	535.5535043
873	535.5246672
874	535.4667139
875	535.4422167
876	535.4359485
877	535.4277922
878	535.4183391
879	535.4087783
880	535.3664153
881	535.3513066
882	535.3502486
883	535.3211003
884	535.2984422
885	535.2260025
886	535.1837105
887	535.159289
888	535.1156292
889	535.0533484
890	535.0052272
891	534.9540497
892	534.9303559
893	534.92589
894	534.9120359
895	534.8880161
896	534.8508123
897	534.8240718
898	534.7994264
899	534.7794068
900	534.7470498
901	534.7048465
902	534.6829393
903	534.6415731
904	534.6378203
905	534.608896
906	534.5594579
907	534.5287969
908	534.5199566
909	534.5088895
910	534.4730642
911	534.4485459
912	534.4433222
913	534.4123837
914	534.3948051
915	534.3384054
916	534.3075057
917	534.3014852
918	534.2786329
919	534.254021
920	534.2460322
921	534.2392015
922	534.181223
923	534.1330102
924	534.0966531
925	534.0755195
926	534.0018837
927	533.9693302
928	533.9606383
929	533.8978771
930	533.8937958
931	533.8872574
932	533.8577093
933	533.8482673
934	533.7942282
935	533.716066
936	533.652128
937	533.6136147
938	533.5886612
939	533.5768806
940	533.562035
941	533.5513711
942	533.4911562
943	533.4639945
944	533.4417831
945	533.4149289
946	533.4043888
947	533.3840746
948	533.3586773
949	533.3191144
950	533.2476131
951	533.243577
952	533.1916239
953	533.1493501
954	533.1138747
955	533.0874354
956	533.0618824
957	533.0222066
958	532.9665937
959	532.9349709
960	532.9153789
961	532.8699876
962	532.824969
963	532.8030005
964	532.7602404
965	532.7262498
966	532.6951149
967	532.6493601
968	532.6034253
969	532.5406851
970	532.5242284
971	532.5128406
972	532.4622698
973	532.4300025
974	532.4007447
975	532.36366
976	532.3142979
977	532.2584927
978	532.1882516
979	532.1753034
980	532.1440248
981	532.1183874
982	532.0476902
983	532.0045038
984	531.9394913
985	531.8988159
986	531.8475584
987	531.8421065
988	531.8117028
989	531.7760059
990	531.7555266
991	531.7374254
992	531.7031519
993	531.6955617
994	531.670792
995	531.6288432
996	531.6075943
997	531.5447984
998	531.5066513
999	531.4425221
